"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"legado";1,31392351022675;-1,31146776709939;0,707767886348916;-0,706445057349252;0,585091486631101;0,414908513368893;0,000102232189893207;0,000101850399960956;5,92171492864334e-05;0,906169789513975;4,86257883240245e-05
"jornalismo";-0,1738997698373;-0,360974477480084;-0,434012630877858;-0,900906785543588;0,245883750297411;0,75411624970261;2,23849188350994e-06;9,6451836762021e-06;7,40214366080417e-05;0,185005857171909;2,53354408627292e-06
"item";1,55701914608199;1,03549783842047;0,832670516992329;0,553768733436375;0,760559682746451;0,239440317253571;0,000215340968312834;9,52438953076441e-05;8,882572392965e-05;0,94184337714701;7,87945413995102e-05
"iphan";1,75149565476617;2,91307032283635;0,515285860112209;0,857018367579378;0,336818069998675;0,663181930001347;0,000272493962396943;0,000753773201793382;8,882572392965e-05;1,59207219608629;0,000225146018613521
"investigado";0,244237721938706;1,12348589811393;0,212431020614736;0,977176064729679;0,0622613528216295;0,937738647178385;5,29863784134025e-06;0,000112117655290537;8,882572392965e-05;0,516362683684709;2,36836401760593e-05
"intersecção";0,657532798155113;-1,26747373725266;0,460496091560837;-0,887661731549352;0,274361756162555;0,725638243837438;3,84037467267447e-05;0,000142697608334094;8,882572392965e-05;0,662227206000999;3,89540657637138e-05
"interior";0,0497612132545189;-0,754086586301955;0,0658455193515266;-0,997829828969513;0,00608047100239349;0,993919528997611;2,19948334034616e-07;5,051044409669e-05;8,882572392965e-05;0,336646214192423;1,00666791197451e-05
"inter";1,55701914608199;1,03549783842047;0,832670516992329;0,553768733436375;0,760559682746451;0,239440317253571;0,000215340968312834;9,52438953076441e-05;8,882572392965e-05;0,94184337714701;7,87945413995102e-05
"intensificar";-1,56690600333906;-0,409404951133136;-0,967519642778593;-0,252795848141508;0,953658847910816;0,0463411520891999;0,000145389614691774;9,92552934282734e-06;5,92171492864334e-05;0,846443176696374;4,24270771229851e-05
"inteligência";1,26530438305571;-1,78086088820337;0,579193704587809;-0,815189948763998;0,414935329763588;0,585064670236405;0,000142209556029489;0,000281707719233654;8,882572392965e-05;1,03623006902798;9,53786423838807e-05
"instância";1,16806612871361;-2,71964713041131;0,39463362363353;-0,918838562043338;0,205815341857412;0,794184658142583;0,000121191906293126;0,000656997736183556;8,882572392965e-05;1,35825071819495;0,000163869693860107
"iniciação";1,75149565476617;2,91307032283635;0,515285860112209;0,857018367579378;0,336818069998675;0,663181930001347;0,000272493962396943;0,000753773201793382;8,882572392965e-05;1,59207219608629;0,000225146018613521
"inerente";0,560294543813019;-2,2062599794606;0,246143342726544;-0,969233436707279;0,0830801540086883;0,916919845991311;2,78850573660188e-05;0,000432366592376044;8,882572392965e-05;1,02546096205271;9,34064829182873e-05
"indústria";1,26530438305571;-1,78086088820337;0,579193704587809;-0,815189948763998;0,414935329763588;0,585064670236405;0,000142209556029489;0,000281707719233654;8,882572392965e-05;1,03623006902798;9,53786423838807e-05
"indexação";1,75149565476617;2,91307032283635;0,515285860112209;0,857018367579378;0,336818069998675;0,663181930001347;0,000272493962396943;0,000753773201793382;8,882572392965e-05;1,59207219608629;0,000225146018613521
"independente";-0,655248625988168;-1,17948567755919;-0,485630927566592;-0,874163944687043;0,302447647184361;0,697552352815661;3,81373922419064e-05;0,000123573144747492;8,882572392965e-05;0,628539244108254;3,50916309632417e-05
"incerteza";1,16806612871361;-2,71964713041131;0,39463362363353;-0,918838562043338;0,205815341857412;0,794184658142584;0,000100993255244271;0,000547498113486297;7,40214366080417e-05;1,35825071819495;0,000136558078216756
"incentivar";0,0497612132545189;-0,754086586301955;0,0658455193515266;-0,997829828969513;0,00608047100239349;0,993919528997611;2,19948334034616e-07;5,051044409669e-05;8,882572392965e-05;0,336646214192423;1,00666791197451e-05
"impor";1,26530438305571;-1,78086088820337;0,579193704587809;-0,815189948763998;0,414935329763588;0,585064670236405;0,000142209556029489;0,000281707719233654;8,882572392965e-05;1,03623006902798;9,53786423838807e-05
"imergir";-0,0474770410875746;-1,6928728285099;-0,0280342268442379;-0,999606963823905;0,00110378755875413;0,998896212441254;2,00219348945749e-07;0,00025455839523069;8,882572392965e-05;0,753862746568039;5,04804619526654e-05
"imaterial";1,26530438305571;-1,78086088820337;0,579193704587809;-0,815189948763998;0,414935329763588;0,585064670236405;0,000142209556029489;0,000281707719233654;8,882572392965e-05;1,03623006902798;9,53786423838807e-05
"ilegal";1,16806612871361;-2,71964713041131;0,39463362363353;-0,918838562043338;0,205815341857412;0,794184658142583;8,07946041954171e-05;0,000437998490789037;5,92171492864334e-05;1,35825071819495;0,000109246462573405
"idioma";0,788797942464437;1,27604792267813;0,525806817408764;0,850604015254141;0,349313762985021;0,650686237015002;4,60563002632298e-05;0,00012052897946432;7,40214366080417e-05;0,704059407251856;3,66924001406285e-05
"honra";1,16806612871361;-2,71964713041131;0,39463362363353;-0,918838562043338;0,205815341857412;0,794184658142584;0,000100993255244271;0,000547498113486297;7,40214366080417e-05;1,35825071819495;0,000136558078216756
