"";"X";"V1"
"1266";1266;3
"1267";1267;3
"1268";1268;3
"1269";1269;2
"1270";1270;2
"1271";1271;1
"1272";1272;3
"1273";1273;3
"1274";1274;1
"1275";1275;1
"1276";1276;3
"1277";1277;2
"1278";1278;3
"1279";1279;3
"1280";1280;2
"1281";1281;3
"1282";1282;3
"1283";1283;2
"1284";1284;2
"1285";1285;1
"1286";1286;1
"1287";1287;1
"1288";1288;1
"1289";1289;1
"1290";1290;2
"1291";1291;2
"1292";1292;2
"1293";1293;2
"1294";1294;2
"1295";1295;2
"1296";1296;2
"1297";1297;2
"1298";1298;1
"1299";1299;1
"1300";1300;3
"1301";1301;1
"1302";1302;1
"1303";1303;2
"1304";1304;1
"1305";1305;2
"1306";1306;2
"1307";1307;2
"1308";1308;2
"1309";1309;3
"1310";1310;3
"1311";1311;2
"1312";1312;3
"1313";1313;2
"1314";1314;1
"1315";1315;1
"1316";1316;3
"1317";1317;2
"1318";1318;3
"1319";1319;1
"1320";1320;3
"1321";1321;2
"1322";1322;2
"1323";1323;3
"1324";1324;2
"1325";1325;3
"1326";1326;2
"1327";1327;2
"1328";1328;3
"1329";1329;2
"1330";1330;3
"1331";1331;3
"1332";1332;3
"1333";1333;2
"1334";1334;1
"1335";1335;1
"1336";1336;3
"1337";1337;1
"1338";1338;1
"1339";1339;1
"1340";1340;2
"1341";1341;3
"1342";1342;2
"1343";1343;2
"1344";1344;2
"1345";1345;2
"1346";1346;2
"1347";1347;2
"1348";1348;3
"1349";1349;2
"1350";1350;2
"1351";1351;1
"1352";1352;2
"1353";1353;3
"1354";1354;2
"1355";1355;2
"1356";1356;2
"1357";1357;1
"1358";1358;2
"1359";1359;3
"1360";1360;2
"1361";1361;1
"1362";1362;2
"1363";1363;3
"1364";1364;3
"1365";1365;1
"1366";1366;2
"1367";1367;2
"1368";1368;2
"1369";1369;2
"1370";1370;2
"1371";1371;2
"1372";1372;2
"1373";1373;1
"1374";1374;1
"1375";1375;1
"1376";1376;3
"1377";1377;1
"1378";1378;0
"1379";1379;3
"1380";1380;3
"1381";1381;2
"1382";1382;0
"1383";1383;0
"1384";1384;3
"1385";1385;3
"1386";1386;3
"1387";1387;0
"1388";1388;3
"1389";1389;3
"1390";1390;2
"1391";1391;3
"1392";1392;2
"1393";1393;1
"1394";1394;2
"1395";1395;3
"1396";1396;3
"1397";1397;3
"1398";1398;3
"1399";1399;2
"1400";1400;0
"1401";1401;2
"1402";1402;2
"1403";1403;0
"1404";1404;2
"1405";1405;3
"1406";1406;2
"1407";1407;2
"1408";1408;2
"1409";1409;2
"1410";1410;2
"1411";1411;2
"1412";1412;3
"1413";1413;2
"1414";1414;2
"1415";1415;2
"1416";1416;3
"1417";1417;1
"1418";1418;3
"1419";1419;3
"1420";1420;2
"1421";1421;3
"1422";1422;2
"1423";1423;2
"1424";1424;2
"1425";1425;2
"1426";1426;3
"1427";1427;3
"1428";1428;3
"1429";1429;3
"1430";1430;1
"1431";1431;3
"1432";1432;3
"1433";1433;2
"1434";1434;2
"1435";1435;2
"1436";1436;2
"1437";1437;3
"1438";1438;3
"1439";1439;2
"1440";1440;1
"1441";1441;3
"1442";1442;3
"1443";1443;2
"1444";1444;2
"1445";1445;2
"1446";1446;2
"1447";1447;1
"1448";1448;3
"1449";1449;3
"1450";1450;2
"1451";1451;2
"1452";1452;2
"1453";1453;2
"1454";1454;2
"1455";1455;2
"1456";1456;2
"1457";1457;2
"1458";1458;2
"1459";1459;2
"1460";1460;3
"1461";1461;1
"1462";1462;2
"1463";1463;1
"1464";1464;3
